a,b,c,d,e,f,g,h,i,l
5.0,144.0,30.6484,0.0561,411.7458,0.036,3.5796,181.0,248.0,233.1172
1.0,34.0,2.3945,0.007,20.3,0.3165,1.5482,237.0,253.0,251.3164
6.6498,96.9423,20.2323,3.1833,38.0583,0.1611,2.1684,-40.8945,32.5014,-1.1059
31.5877,67.4897,49.8486,2.3708,10.5792,0.1597,1.9932,-98.9616,-48.8732,-82.2293
42.1218,108.9813,81.9666,6.3625,67.0625,0.0703,2.8169,-16.921,2.0793,-9.0306
4.0,125.0,36.6484,0.0769,699.0417,0.0264,3.8344,206.0,252.0,236.0078
9.0,120.0,53.8711,0.0815,699.9708,0.0257,3.8255,185.0,239.0,215.2305
53.7309,133.7042,81.0479,8.3625,130.0958,0.0575,3.0665,-26.6771,-4.2916,-12.9342
5.0,171.0,55.4023,0.0767,674.8625,0.0269,3.7863,162.0,239.0,211.4023
6.8648,143.5934,72.0237,12.0417,243.675,0.039,3.389,-18.6017,37.3919,4.3618
5.0,199.0,24.082,0.046,377.0042,0.0601,3.253,170.0,247.0,234.7109
41.4769,135.854,86.7953,5.2917,55.1417,0.0876,2.6716,-13.6085,-0.1888,-10.4331
1.0,164.0,9.1016,0.0239,398.3125,0.4696,1.4957,186.0,250.0,243.6953
3.0,79.0,8.8594,0.0125,46.2458,0.2143,2.061,214.0,247.0,243.4531
3.4251,19.7637,4.2556,0.3708,1.8042,0.7559,0.6046,35.9152,41.5571,40.8375
1.0,30.0,2.6094,0.0068,19.4958,0.3549,1.4974,236.0,250.0,248.3047
4.0,98.0,15.8633,0.0354,215.0417,0.0646,3.0799,202.0,249.0,241.1992
5.3599,91.9977,19.5907,4.3917,61.6333,0.1574,2.4002,-80.6227,34.0016,10.0552
2.0,95.0,10.5078,0.0229,126.6333,0.1328,2.6095,205.0,251.0,245.332
59.5354,93.7176,77.1102,1.3292,3.6542,0.2508,1.5333,-109.5766,-76.7844,-96.233
4.0,128.0,22.0547,0.0403,298.7,0.0823,3.1272,172.0,236.0,224.1055
1.0,21.0,1.6484,0.0028,4.9708,0.5448,0.9784,244.0,254.0,252.793
44.4866,80.6037,62.0892,2.2417,9.425,0.1659,1.9437,-97.4542,-67.082,-82.4392
4.9299,55.0208,16.0334,5.2833,60.25,0.1019,2.6511,-64.3826,35.9152,7.9246
2.0,137.0,15.7031,0.0462,425.9,0.0733,3.2283,193.0,250.0,241.8203
4.07,97.8022,12.9741,4.9333,90.0417,0.211,2.3373,16.1779,40.9373,36.9818
3.0,14.0,4.5859,0.0022,1.6042,0.5123,0.9851,243.0,247.0,246.7148
2.0,83.0,5.5898,0.0117,60.2958,0.3911,1.6752,210.0,253.0,249.6172
3.0,135.0,27.293,0.0681,659.5043,0.0403,3.6024,185.0,250.0,235.8516
71.7894,92.2127,82.6955,0.7583,1.1167,0.3716,1.0515,-96.9562,-65.1483,-84.929
9.0,147.0,34.7109,0.0557,390.6625,0.0402,3.4943,174.0,239.0,223.8047
3.0,124.0,28.5781,0.0359,234.35,0.1251,2.8862,159.0,240.0,220.0352
1.0,166.0,32.3789,0.0514,575.8542,0.2158,2.6831,193.0,251.0,236.4258
7.0,200.0,57.082,0.1108,1404.3376,0.0211,4.0353,172.0,246.0,221.125
8.0,169.0,51.7969,0.0923,926.5541,0.0231,3.9487,178.0,239.0,217.2109
12.4543,68.1347,40.9294,5.225,57.05,0.0978,2.6018,-79.33,14.5413,-51.8437
3.0,59.0,10.6445,0.0258,121.5417,0.0994,2.7606,219.0,254.0,247.3516
59.9654,109.8412,81.5459,2.8792,16.9542,0.143,2.1577,-97.4542,-31.4778,-67.1463
6.0,215.0,108.1289,0.0938,950.525,0.0233,3.973,152.0,236.0,179.5859
6.0048,86.6232,42.6702,5.175,53.675,0.0931,2.6596,-23.1677,34.0016,8.4806
9.0,106.0,34.4063,0.057,356.3791,0.0333,3.5622,182.0,235.0,219.6797
6.0048,66.1998,20.0392,3.6583,29.125,0.1194,2.3716,-13.0626,31.8552,21.6048
38.4672,98.0172,75.2526,3.375,23.075,0.1275,2.2606,-99.978,-38.9646,-79.284
4.07,130.6945,29.6655,4.775,82.4083,0.2882,2.1491,-5.8544,40.9373,29.1181
5.0,159.0,33.4922,0.0589,547.9667,0.0469,3.5205,161.0,237.0,218.1133
61.9002,74.7991,67.7005,0.3958,0.6125,0.5373,0.8157,-100.4897,-92.4445,-98.0007
5.7899,79.0988,23.0648,4.7,44.9417,0.0952,2.6028,-19.4484,33.7879,21.4658
12.0,203.0,86.6055,0.0942,936.9333,0.0226,3.9558,163.0,243.0,203.2617
12.4543,118.2255,40.8907,6.2458,68.9375,0.0732,2.8238,-23.1677,30.1224,9.1547
3.64,90.9228,15.7227,4.5833,83.9083,0.2677,2.1642,13.1275,42.1752,36.6143
6.0048,36.3173,10.2944,1.8125,12.1958,0.301,1.6796,-27.8638,33.7879,23.1324
5.5749,46.8515,12.2376,3.3083,32.3583,0.2229,2.1093,4.421,35.2792,29.4107
5.0,145.0,43.7383,0.048,269.7083,0.0418,3.4113,170.0,247.0,220.3594
60.3953,113.2809,88.2154,8.0125,100.7458,0.0596,2.9529,-22.0145,-9.0217,-17.0107
4.0,146.0,23.6484,0.0569,513.575,0.0432,3.47,185.0,250.0,237.8672
20.8386,145.0983,92.1287,13.4542,298.4125,0.0375,3.4588,-13.6085,29.032,-2.3852
33.0926,125.7499,78.2976,4.8333,39.475,0.0863,2.5869,-95.8417,-25.2057,-52.0258
84.0434,116.9356,98.7973,2.1167,8.6667,0.1812,1.8895,-102.039,-65.5328,-85.4281
70.2845,102.3168,86.8827,1.8083,6.325,0.2016,1.7687,-105.205,-77.2051,-92.465
5.0,194.0,60.3906,0.0647,714.4125,0.0563,3.432,110.0,238.0,193.1016
4.0,83.0,19.0039,0.0264,104.8375,0.0806,2.8792,205.0,246.0,236.6992
12.0,183.0,99.9375,0.0839,737.5167,0.0235,3.8807,152.0,228.0,178.8555
2.0,4.0,2.1289,0.0004,0.1042,0.8134,0.3341,249.0,253.0,251.3711
2.0,4.0,2.8242,0.0006,0.1458,0.7509,0.4154,246.0,248.0,246.7031
4.07,38.4672,5.2507,0.5458,5.7292,0.7974,0.5381,29.2505,37.6021,35.8333
27.718,76.734,56.9044,3.9917,29.0583,0.1032,2.4506,-91.4921,-5.593,-74.8908
3.0,13.0,3.9492,0.0037,3.5917,0.3843,1.309,245.0,250.0,248.3008
7.0,121.0,34.1797,0.0414,296.4417,0.1252,2.958,169.0,236.0,219.8555
7.0,149.0,31.9336,0.0555,397.1833,0.037,3.5461,174.0,246.0,231.543
3.0,181.0,47.5,0.1034,1374.9335,0.0249,3.9786,174.0,250.0,225.5898
4.07,57.6006,9.2128,2.6292,26.0375,0.267,1.9076,29.032,41.9693,40.1759
1.0,16.0,1.8672,0.0016,1.2667,0.5557,0.7771,245.0,251.0,249.6602
19.3337,144.8833,75.6087,6.7333,78.4833,0.0647,2.8897,-27.2694,17.8011,-11.4094
64.48,86.1932,77.8013,1.1792,3.5792,0.2926,1.474,-105.205,-81.929,-94.4811
5.0,205.0,31.582,0.0675,874.6625,0.0537,3.4908,161.0,242.0,222.8672
3.4251,58.0305,8.7475,2.2583,26.075,0.3885,1.648,25.5045,41.9693,39.2467
4.0,204.0,74.3203,0.1226,1922.7754,0.0205,4.1544,161.0,240.0,203.7539
15.2491,102.1019,76.5887,5.9375,69.2292,0.0785,2.7547,-36.7434,27.4961,-15.5383
73.9392,83.3984,79.5027,0.4417,0.525,0.4934,0.8023,-104.671,-93.405,-99.6549
1.0,2.0,1.1563,0.0006,0.1625,0.7278,0.4438,249.0,253.0,251.1328
6.0,174.0,34.1484,0.0523,462.7125,0.0486,3.4084,172.0,247.0,230.8672
5.0,169.0,45.2383,0.075,799.4958,0.0332,3.7414,155.0,236.0,211.6172
6.0,98.0,24.5,0.0446,270.9333,0.049,3.3318,198.0,246.0,234.2578
4.715,92.8576,19.9359,6.975,111.3667,0.0824,2.9016,12.8909,39.6925,34.0228
41.0,197.0,143.6289,0.0586,383.4459,0.0343,3.5625,153.0,217.0,161.1641
4.0,50.0,10.7383,0.0165,41.6083,0.108,2.4785,233.0,248.0,244.2227
3.855,9.4446,4.3161,0.0792,0.1958,0.919,0.2241,26.1705,39.6925,38.741
5.7899,55.2358,15.6681,3.3917,32.1083,0.1583,2.2305,-80.6227,36.5493,5.9772
59.1054,118.2255,85.864,6.2917,63.625,0.0702,2.8126,-10.6268,3.0785,-7.5849
5.0,183.0,43.707,0.1041,1372.9958,0.0212,4.0675,176.0,247.0,226.1953
7.0,84.0,18.8906,0.0326,173.2833,0.0695,3.0419,195.0,236.0,227.168
1.0,174.0,11.0586,0.0283,369.9334,0.355,1.9013,189.0,249.0,242.8008
5.1449,96.9423,29.3808,7.6125,116.2542,0.0664,3.0003,10.269,35.9152,27.794
5.1449,84.4733,25.365,6.2583,85.5667,0.0834,2.8292,4.1733,34.6414,23.965
9.0,195.0,58.0,0.0837,805.3749,0.0264,3.8334,167.0,245.0,217.2734
5.3599,36.3173,11.2769,2.2542,17.8375,0.2651,1.8585,-57.6792,34.0016,16.3521
7.5097,113.9259,37.0824,6.0875,80.1625,0.0799,2.7567,-65.1483,33.5741,-15.888
47.9264,90.4928,64.3801,3.75,24.1167,0.1078,2.3646,-73.8781,-39.9264,-54.495
6.6498,96.7273,47.1286,7.5542,99.7708,0.0612,2.9751,-1.9724,33.1456,14.1046
6.2198,85.7632,56.4115,6.0875,78.1542,0.0808,2.7926,-4.5511,33.1456,4.7638
3.0,144.0,14.0781,0.037,313.1917,0.1103,2.9208,178.0,241.0,234.6133
4.5,61.4702,17.6744,4.4208,45.5292,0.1303,2.4884,4.9152,39.0675,30.253
1.0,3.0,1.5352,0.0005,0.1333,0.7689,0.3927,247.0,250.0,248.0625
3.855,96.0824,18.3747,5.9292,124.7208,0.184,2.4827,21.4627,42.3808,37.4964
4.285,125.1049,23.5914,6.9292,177.2209,0.1734,2.5697,4.421,40.3158,33.8835
16.109,80.3887,44.3792,3.7417,24.9417,0.1111,2.3716,-82.3676,4.421,-37.9302
94.7925,139.5087,114.963,4.1125,27.9625,0.1011,2.4314,-103.0842,-38.3266,-67.1429
5.0,213.0,83.1211,0.0781,701.7667,0.027,3.8126,153.0,237.0,190.1406
5.0,125.0,31.7891,0.0647,506.9751,0.031,3.7064,166.0,239.0,219.3828
1.0,15.0,3.8516,0.006,7.4417,0.3213,1.6072,240.0,250.0,248.043
13.0,178.0,91.9688,0.1058,1085.3584,0.0202,4.0505,149.0,233.0,183.2969
43.0,190.0,113.8906,0.0824,723.6,0.0253,3.8337,191.0,228.0,205.043
9.0,124.0,36.8984,0.0561,382.4542,0.0356,3.5538,183.0,245.0,226.957
10.0,176.0,79.8203,0.1277,1600.1918,0.0166,4.2252,174.0,241.0,209.3477
6.0,125.0,40.3828,0.0722,564.6875,0.0283,3.7342,172.0,235.0,214.4922
10.0,166.0,74.7852,0.0996,1016.4583,0.0216,4.013,155.0,230.0,194.5898
6.2198,114.3558,45.9369,7.7417,121.8083,0.0687,3.0014,-9.2882,36.7603,16.0493
1.0,3.0,1.9922,0.0001,0.0292,0.9434,0.1318,250.0,252.0,251.5664
5.0,195.0,56.0664,0.0716,610.6334,0.0348,3.6841,157.0,240.0,211.9922
9.0146,135.2091,58.2455,12.1833,238.9833,0.0404,3.3548,-9.2882,33.7879,11.0915
9.0,146.0,42.0742,0.0545,394.7584,0.0392,3.4879,182.0,243.0,222.9844
31.1577,122.3102,79.375,6.5833,76.2833,0.0722,2.8553,-18.6017,-4.811,-13.1366
3.855,49.0013,6.2937,1.25,11.4833,0.4646,1.3014,26.8344,41.3507,39.0735
5.3599,84.2583,36.5793,8.0333,110.6583,0.0576,3.0081,8.097,40.7304,28.652
1.0,59.0,7.1445,0.0215,116.2792,0.1976,2.3938,222.0,249.0,244.4258
3.855,96.2973,8.509,1.55,15.8417,0.5134,1.2841,16.8752,39.276,37.3884
4.715,116.9356,19.0717,7.5333,189.45,0.1467,2.7268,5.6542,35.9152,30.8223
94.0,217.0,166.1563,0.0369,148.7292,0.0494,3.1681,187.0,203.0,192.6133
10.3045,82.7535,54.5875,6.6583,76.4417,0.067,2.854,-21.1547,23.718,-7.9817
